subsystem,reaction
EX_hco3_e,EX_hco3_e
EX_hdca_e,EX_hdca_e
EX_hestratriol_e,EX_hestratriol_e
EX_hista_e,EX_hista_e
EX_hpdca_e,EX_hpdca_e
EX_idp_e,EX_idp_e
EX_inost_e,EX_inost_e
EX_ksi_deg1_e,EX_ksi_deg1_e
EX_ksii_core2_e,EX_ksii_core2_e
EX_leuktrA4_e,EX_leuktrA4_e
EX_leuktrF4_e,EX_leuktrF4_e
EX_lgnc_e,EX_lgnc_e
EX_lneldc_e,EX_lneldc_e
EX_lnlncg_e,EX_lnlncg_e
EX_mag_hs_e,EX_mag_hs_e
EX_n2m2nmasn_e,EX_n2m2nmasn_e
EX_ncam_e,EX_ncam_e
EX_no_e,EX_no_e
EX_nrpphrsf_e,EX_nrpphrsf_e
EX_nrvnc_e,EX_nrvnc_e
EX_o2s_e,EX_o2s_e
EX_omeprazole_e,EX_omeprazole_e
EX_pe_hs_e,EX_pe_hs_e
EX_peplys_e,EX_peplys_e
EX_pglyc_hs_e,EX_pglyc_hs_e
EX_prgstrn_e,EX_prgstrn_e
EX_prostge1_e,EX_prostge1_e
EX_ptdca_e,EX_ptdca_e
EX_rbt_e,EX_rbt_e
EX_retinol_9_cis_e,EX_retinol_9_cis_e
EX_retinol_cis_11_e,EX_retinol_cis_11_e
EX_retn_e,EX_retn_e
EX_retnglc_e,EX_retnglc_e
EX_Rtotal_e,EX_Rtotal_e
EX_s2l2fn2m2masn_e,EX_s2l2fn2m2masn_e
EX_sl__L_e,EX_sl__L_e
EX_sphs1p_e,EX_sphs1p_e
EX_srtn_e,EX_srtn_e
EX_strch1_e,EX_strch1_e
EX_strch2_e,EX_strch2_e
EX_tag__D_e,EX_tag__D_e
EX_tethex3_e,EX_tethex3_e
EX_tettet6_e,EX_tettet6_e
EX_thf_e,EX_thf_e
EX_thmtp_e,EX_thmtp_e
EX_thyox__L_e,EX_thyox__L_e
EX_tmndnc_e,EX_tmndnc_e
EX_tolbutamide_e,EX_tolbutamide_e
EX_tststerone_e,EX_tststerone_e
EX_tsul_e,EX_tsul_e
EX_txa2_e,EX_txa2_e
EX_ump_e,EX_ump_e
EX_urate_e,EX_urate_e
EX_utp_e,EX_utp_e
EX_vacc_e,EX_vacc_e
EX_whtststerone_e,EX_whtststerone_e
EX_xolest_hs_e,EX_xolest_hs_e
EX_xolest2_hs_e,EX_xolest2_hs_e
EX_xoltri24_e,EX_xoltri24_e
EX_xylt_e,EX_xylt_e
EX_yvite_e,EX_yvite_e
F1PGT,F1PGT
FACOAL150,FACOAL150
FACOAL180,FACOAL180
FACOAL1812_1,FACOAL1812_1
FACOAL1813,FACOAL1813
FACOAL1832,FACOAL1832
FACOAL191,FACOAL191
FACOAL200,FACOAL200
FACOAL206,FACOAL206
FACOAL224,FACOAL224
FACOAL226,FACOAL226
FACOAL244_1,FACOAL244_1
FACOAL245_2,FACOAL245_2
FACOAL246_1,FACOAL246_1
FACOAL260,FACOAL260
FADDP,FADDP
FAEL183,FAEL183
FAH3_1,FAH3_1
FAOXC140,FAOXC140
FAOXC150m,FAOXC150m
FAOXC160,FAOXC160
FAOXC161802m,FAOXC161802m
FAOXC16180m,FAOXC16180m
FAOXC170m,FAOXC170m
FAOXC180,FAOXC180
FAOXC1811602m_1,FAOXC1811602m_1
25HVITD2t,25HVITD2t
CRNCARtm,CRNCARtm
r2434,r2434
CARN160t_m,CARN160t_m
CARN1819Zt_m,CARN1819Zt_m
r2437,r2437
FAOXC183803m,FAOXC183803m
r2438,r2438
r2447,r2447
FAOXC183806x,FAOXC183806x
r2449,r2449
r2465_1,r2465_1
r2482,r2482
FAOXC18480x,FAOXC18480x
r2483,r2483
r2485,r2485
FAOXC200180m,FAOXC200180m
r2490,r2490
r2494,r2494
FAOXC204184m,FAOXC204184m
r2495,r2495
r2497,r2497
FAOXC2242046m,FAOXC2242046m
r2498,r2498
r2499,r2499
r2501,r2501
FAOXC2242046x,FAOXC2242046x
r2503,r2503
r2507,r2507
r2508,r2508
r2511,r2511
FAOXC2251836x,FAOXC2251836x
r2513,r2513
r2521,r2521
r2526,r2526
r2535,r2535
r2537,r2537
r2539,r2539
EX_sprm_e,EX_sprm_e
GNK,GNK
FACOAE180,FACOAE180
GULND,GULND
FAOXC226,FAOXC226
RE0453N,RE0453N
RE0512M,RE0512M
RE1925C,RE1925C
FAOXC226205x,FAOXC226205x
RE1933C,RE1933C
RE2079R,RE2079R
RE2112C,RE2112C
RE2147C,RE2147C
RE2154C,RE2154C
FAOXC240200x_1,FAOXC240200x_1
RE2235C,RE2235C
RE2235R,RE2235R
RE2269E,RE2269E
r2343,r2343
r2346,r2346
r2353,r2353
r2356,r2356
r2361,r2361
RE2270E,RE2270E
RE2304E,RE2304E
RE2327C,RE2327C
RE2349C,RE2349C
RE2404C,RE2404C
RE2407C,RE2407C
RE2410C,RE2410C
RE2428M,RE2428M
RE2439C,RE2439C
r2364,r2364
r2365,r2365
r2367,r2367
r2368,r2368
ASCBt5,ASCBt5
r2371,r2371
r2372,r2372
AKGCITtm,AKGCITtm
r2376,r2376
RE2514E,RE2514E
RE2541C,RE2541C
RE2541E,RE2541E
RE2624M,RE2624M
RE2624X,RE2624X
RE2625C,RE2625C
r2378,r2378
r2379,r2379
r2380,r2380
RE2626C,RE2626C
RE2635R,RE2635R
r2381,r2381
r2386,r2386
RE2636R,RE2636R
RE2637C,RE2637C
r2389,r2389
RE2637X,RE2637X
r2390,r2390
RE2638C,RE2638C
r2391,r2391
r2392,r2392
r2393,r2393
r2394,r2394
r2395,r2395
r2397,r2397
RE2640C,RE2640C
RE2649C,RE2649C
RE2655R,RE2655R
RE3185M,RE3185M
RE3186M,RE3186M
RE3189M,RE3189M
RE3190M,RE3190M
r2398,r2398
r2401,r2401
r2402,r2402
RE3191M,RE3191M
RE3195M,RE3195M
r2403,r2403
FAOXC241181x,FAOXC241181x
r2406,r2406
r2410,r2410
r2413,r2413
r2416,r2416
RE3198C,RE3198C
RE3218C,RE3218C
RE3220C,RE3220C
RE3225C,RE3225C
r2420,r2420
r2425,r2425
RE3226C,RE3226C
FAOXC80,FAOXC80
RE3227C,RE3227C
RE1517X,RE1517X
RE1518M,RE1518M
RE1521M,RE1521M
RE1521X,RE1521X
RE1523M,RE1523M
RE1523X,RE1523X
RE3229C,RE3229C
RE3230C,RE3230C
RE3235C,RE3235C
RE3238C,RE3238C
RE3239C,RE3239C
RE3242C,RE3242C
RE1525M,RE1525M
RE1525X,RE1525X
RE1530C,RE1530C
RE3244C,RE3244C
FACOAE181,FACOAE181
RE3258C,RE3258C
RE1531X,RE1531X
RE3259C,RE3259C
RE1532M,RE1532M
RE3267E,RE3267E
RE1532X,RE1532X
RE3268R_1,RE3268R_1
FAS100COA,FAS100COA
PI35P3P,PI35P3P
PI4P4Pn,PI4P4Pn
RE3273C_1,RE3273C_1
RE1533M,RE1533M
RE1573M,RE1573M
RE1573X,RE1573X
RE1709N,RE1709N
RE1711C,RE1711C
RE3301C_1,RE3301C_1
RE3346C,RE3346C
FADRx,FADRx
RE3352C,RE3352C
RE3381E,RE3381E
RE3417C_1,RE3417C_1
RE3420C_1,RE3420C_1
RE3423C,RE3423C
RE1796M,RE1796M
HSD3B7,HSD3B7
RE1803C,RE1803C
RE1804C,RE1804C
RE1807M,RE1807M
RE1834C,RE1834C
RE1834X,RE1834X
RE1836C,RE1836C
RE3430C_1,RE3430C_1
RE3430M,RE3430M
EX_CE1940_e,EX_CE1940_e
EX_CE1936_e,EX_CE1936_e
SCP3x,SCP3x
BAAT5x,BAAT5x
EX_maltpt_e,EX_maltpt_e
EX_CE2916_e,EX_CE2916_e
RE1846C,RE1846C
RE1860E,RE1860E
EX_CE2917_e,EX_CE2917_e
EX_CE2839_e,EX_CE2839_e
RE1897C,RE1897C
RE1903R,RE1903R
EX_CE1950_e,EX_CE1950_e
FAS120COA,FAS120COA
EX_23cump_e,EX_23cump_e
EX_CE5788_e,EX_CE5788_e
EX_CE5789_e,EX_CE5789_e
RE1915C,RE1915C
RE1916C,RE1916C
RE1918C,RE1918C
EX_CE5798_e,EX_CE5798_e
EX_CE5791_e,EX_CE5791_e
EX_CE5867_e,EX_CE5867_e
EX_CE5869_e,EX_CE5869_e
EX_CE4633_e,EX_CE4633_e
EX_CE1926_e,EX_CE1926_e
EX_udpgal_e,EX_udpgal_e
EX_crm_hs_e,EX_crm_hs_e
RE1921C,RE1921C
RE1923C,RE1923C
RE2658R,RE2658R
RE2659R,RE2659R
B3GNT38g,B3GNT38g
RE2675C_1,RE2675C_1
RE2677C_1,RE2677C_1
RE2677G_1,RE2677G_1
RE2677R_1,RE2677R_1
EX_galside_hs_e,EX_galside_hs_e
EX_CE0074_e,EX_CE0074_e
EX_12dgr120_e,EX_12dgr120_e
EX_C04849_e,EX_C04849_e
GLYt7_311_r,GLYt7_311_r
RE2759X,RE2759X
RE2766C,RE2766C
RE2799C,RE2799C
RE2814R,RE2814R
RE2898C,RE2898C
PIt8,PIt8
2MB2COAc,2MB2COAc
ADPACDAc,ADPACDAc
ADPACTD,ADPACTD
RE2912M,RE2912M
RE2958C,RE2958C
FAS140COA,FAS140COA
RE2985M,RE2985M
RE2987X,RE2987X
RE2988X,RE2988X
BCRNe,BCRNe
C100CPT1,C100CPT1
SK_c101coa_c,SK_c101coa_c
C101CPT1,C101CPT1
C101CRNe,C101CRNe
C10CRNe,C10CRNe
C10DCCACT,C10DCCACT
C10DCc,C10DCc
C12DCACOT,C12DCACOT
RE2989X,RE2989X
RE2990X,RE2990X
RE2992X,RE2992X
RE2993X,RE2993X
RE2994X,RE2994X
RE2996X,RE2996X
RE2997X,RE2997X
RE3003M,RE3003M
RE3004M,RE3004M
RE3006M,RE3006M
PAPSR,PAPSR
C12DCACT,C12DCACT
DOCOSADIACTD,DOCOSADIACTD
DOCOSDIACTD,DOCOSDIACTD
EX_3bcrn_e,EX_3bcrn_e
EX_3ddcrn_e,EX_3ddcrn_e
EX_3deccrn_e,EX_3deccrn_e
EX_3hexdcrn_e,EX_3hexdcrn_e
RE3010M,RE3010M
RE3011M,RE3011M
RE3012C,RE3012C
RE3012M,RE3012M
RE3012R,RE3012R
EX_3octdec2crn_e,EX_3octdec2crn_e
EX_3octdeccrn_e,EX_3octdeccrn_e
EX_3octdece1crn_e,EX_3octdece1crn_e
EX_3tdcrn_e,EX_3tdcrn_e
EX_3tetd7ecoacrn_e,EX_3tetd7ecoacrn_e
EX_3ttetddcoacrn_e,EX_3ttetddcoacrn_e
EX_c16dc_e,EX_c16dc_e
EX_c4crn_e,EX_c4crn_e
RE3015R,RE3015R
RE3033C,RE3033C
RE3431C,RE3431C
RE3432M,RE3432M
RE3432X,RE3432X
RE3435C,RE3435C
RE3470C,RE3470C
RE3470M,RE3470M
RE3475C,RE3475C
EX_c51crn_e,EX_c51crn_e
EX_c6dc_e,EX_c6dc_e
EX_c81crn_e,EX_c81crn_e
RE3488R,RE3488R
EX_c8dc_e,EX_c8dc_e
RE3493C,RE3493C
FAS180COA,FAS180COA
RE3496C,RE3496C
RE3525C,RE3525C
EX_ddece1crn_e,EX_ddece1crn_e
EX_ddeccrn_e,EX_ddeccrn_e
EX_doco13ac_e,EX_doco13ac_e
EX_ivcrn_e,EX_ivcrn_e
RE3525R,RE3525R
RE3556C,RE3556C
RE3568C,RE3568C
EX_tetdec2crn_e,EX_tetdec2crn_e
EX_tetdece1crn_e,EX_tetdece1crn_e
FAOXC101C102m,FAOXC101C102m
FAOXC101C102x,FAOXC101C102x
RE3624M,RE3624M
RE3629C,RE3629C
RE3630C,RE3630C
RE3637C,RE3637C
EX_prostgi2_e,EX_prostgi2_e
FAOXC101C8m,FAOXC101C8m
FAOXC102C101x,FAOXC102C101x
FAOXC102C103m,FAOXC102C103m
FAOXC102C103x,FAOXC102C103x
FAOXC10DCC8DCx,FAOXC10DCC8DCx
FAOXC11BRC9BRx,FAOXC11BRC9BRx
FAOXC11C9m,FAOXC11C9m
FAOXC121C10x,FAOXC121C10x
EX_cdp_e,EX_cdp_e
EX_dtdp_e,EX_dtdp_e
EX_HC00955_e,EX_HC00955_e
EX_HC00004_e,EX_HC00004_e
EX_C02470_e,EX_C02470_e
FAOXC121x,FAOXC121x
FAOXC122C101m,FAOXC122C101m
EX_HC02193_e,EX_HC02193_e
EX_HC02196_e,EX_HC02196_e
SEBCOAPET,SEBCOAPET
EX_HC02220_e,EX_HC02220_e
STRDNCCOAtxc,STRDNCCOAtxc
EX_HC02194_e,EX_HC02194_e
FAS80COA_L,FAS80COA_L
EX_HC02197_e,EX_HC02197_e
EX_HC02187_e,EX_HC02187_e
EX_HC02180_e,EX_HC02180_e
SUBEACTD,SUBEACTD
SUBERCACT,SUBERCACT
SUCCACT,SUCCACT
SUCCOAPET,SUCCOAPET
TETDEC2CRNe,TETDEC2CRNe
ALAATB0tc,ALAATB0tc
ASCBSVCTtc,ASCBSVCTtc
BALABETAtc,BALABETAtc
BGLUGCHe,BGLUGCHe
BGLUTCHLe,BGLUTCHLe
CYSATB0tc,CYSATB0tc
EX_HC02202_e,EX_HC02202_e
EX_malcoa_e,EX_malcoa_e
TTDCPT1,TTDCPT1
C141ACBP,C141ACBP
C141CPT1,C141CPT1
C141OHc,C141OHc
C142ACBP,C142ACBP
C142OHe,C142OHe
C161OHc,C161OHc
C162OHc,C162OHc
C162OHe,C162OHe
C16DCc,C16DCc
C16DCe,C16DCe
FA160COAabcp_1,FA160COAabcp_1
CYSTALArBATtc,CYSTALArBATtc
FOLt,FOLt
GLCSGLT1le,GLCSGLT1le
GLNyLATthc,GLNyLATthc
GLYGLYCNc,GLYGLYCNc
GLYGLYPEPT1tc,GLYGLYPEPT1tc
GLYPROPEPT1tc,GLYPROPEPT1tc
GLYSARCNc,GLYSARCNc
C181OHc,C181OHc
C30CPT1,C30CPT1
C40CPT1,C40CPT1
C4OHc,C4OHc
C4x,C4x
C50CPT1,C50CPT1
C6CRNe,C6CRNe
GLYSARPEPT1tc,GLYSARPEPT1tc
GLYSNAT5tc,GLYSNAT5tc
HISyLATthc,HISyLATthc
ILEATB0tc,ILEATB0tc
LEUyLAThtc,LEUyLAThtc
LYSATB0tc,LYSATB0tc
METyLATthc,METyLATthc
OCDEAFABP1tc,OCDEAFABP1tc
EX_gltcho_e,EX_gltcho_e
C6CRNtcx,C6CRNtcx
C6DCe,C6DCe
SK_c81coa_c,SK_c81coa_c
C81CPT1,C81CPT1
C8CRNe,C8CRNe
C8DCc,C8DCc
EX_glygly_e,EX_glygly_e
EX_gum_e,EX_gum_e
EX_gumdchac_e,EX_gumdchac_e
EX_gumgchol_e,EX_gumgchol_e
EX_pectindchac_e,EX_pectindchac_e
C8DCe,C8DCe
C9BRxtc,C9BRxtc
EX_psyltdechol_e,EX_psyltdechol_e
EX_tdechola_e,EX_tdechola_e
EX_cysam_e,EX_cysam_e
EX_dpcoa_e,EX_dpcoa_e
DCATDc,DCATDc
DCATDr,DCATDr
DCSPTN1COAtxc,DCSPTN1COAtxc
DDECCRNe,DDECCRNe
DDECE1CRNe,DDECE1CRNe
DECCRNe,DECCRNe
EX_fmn_e,EX_fmn_e
EX_hyptaur_e,EX_hyptaur_e
EX_oh1_e,EX_oh1_e
EX_q10_e,EX_q10_e
DECDICRNe,DECDICRNe
DOCO13ECOAtxc,DOCO13ECOAtxc
FATP4t,FATP4t
FAOXC160140x,FAOXC160140x
FAOXC181C161m,FAOXC181C161m
FAOXC181C161x,FAOXC181C161x
FADH2ETC,FADH2ETC
FE3t,FE3t
ACP1e,ACP1e
GLUPROASCT1,GLUPROASCT1
GLYCt,GLYCt
INSt5,INSt5
FAOXC182C182OHm,FAOXC182C182OHm
FAOXC183C163Gm,FAOXC183C163Gm
FAOXC184C163m,FAOXC184C163m
IPDDI,IPDDI
LAPCOAe,LAPCOAe
LEUGLYHYc,LEUGLYHYc
FAOXC184C164x,FAOXC184C164x
FAOXC184x,FAOXC184x
FAOXC185m,FAOXC185m
FAOXC201C181x,FAOXC201C181x
FAOXC204C184m,FAOXC204C184m
FAOXC205C184x,FAOXC205C184x
FAOXC205C185m,FAOXC205C185m
MEVK1,MEVK1
MTHFR3,MTHFR3
PAN4PPe,PAN4PPe
PGLc,PGLc
PMEVK,PMEVK
PNTOt5,PNTOt5
PTRCtex2,PTRCtex2
FAOXC225C204x,FAOXC225C204x
FAOXC225m,FAOXC225m
FAOXC225x,FAOXC225x
FAOXC226C205m,FAOXC226C205m
RPEc,RPEc
TRPB0AT3tc,TRPB0AT3tc
CAMPt,CAMPt
FAOXC226C225x,FAOXC226C225x
FAOXC226C227m,FAOXC226C227m
FATP5t,FATP5t
FAOXC226m,FAOXC226m
FAOXC22C20x,FAOXC22C20x
FAOXC241C221x,FAOXC241C221x
FAOXC24C22x,FAOXC24C22x
FRUt4,FRUt4
GCHOLAt3,GCHOLAt3
RIBFLVt3o,RIBFLVt3o
CHSTEROLt,CHSTEROLt
FAOXC5C3x,FAOXC5C3x
FAOXC5C5DCc,FAOXC5C5DCc
FAOXC5C5OHm,FAOXC5C5OHm
FAOXC5OHc,FAOXC5OHc
FAOXC61C4m,FAOXC61C4m
FAOXC61C4x,FAOXC61C4x
FAOXC61x,FAOXC61x
FAOXC6C4m,FAOXC6C4m
FAOXC7C5m,FAOXC7C5m
FAOXC81C61x,FAOXC81C61x
r0963,r0963
LNELDCCRNte,LNELDCCRNte
ODECRNte,ODECRNte
PMTCRNte,PMTCRNte
HDCECRNte,HDCECRNte
EX_argsuc_e,EX_argsuc_e
EX_stcrn_e,EX_stcrn_e
EX_hdcecrn_e,EX_hdcecrn_e
HC00342te,HC00342te
PHLAC,PHLAC
FAOXC8C6x,FAOXC8C6x
FAOXMC10OHMC10r,FAOXMC10OHMC10r
FAOXTC101TC102m,FAOXTC101TC102m
FAOXTC102C101m,FAOXTC102C101m
FAOXTC122TC101m,FAOXTC122TC101m
FAOXTC122m,FAOXTC122m
C14825c,C14825c
3MHISc,3MHISc
FAOXTC142TC122m,FAOXTC142TC122m
PHACGLYc,PHACGLYc
GLUTCOAACBP,GLUTCOAACBP
LCAT12e,LCAT12e
LCAT13e,LCAT13e
LCAT54e,LCAT54e
LCAT15e,LCAT15e
HDDACBP,HDDACBP
HDECAACBP,HDECAACBP
HDECEACBP,HDECEACBP
HEDCECRNe,HEDCECRNe
MAGOLE_HSe,MAGOLE_HSe
LPS5e,LPS5e
PCHOLMYR_HSPLA2,PCHOLMYR_HSPLA2
PCHOLPALM_HSPLA2,PCHOLPALM_HSPLA2
HEXCOAACBP,HEXCOAACBP
HEXDCRNe,HEXDCRNe
PEPALM_HSPLA2,PEPALM_HSPLA2
FATP6t,FATP6t
PCHOLSTE_HSPLA2,PCHOLSTE_HSPLA2
PCHOL2OLE_HSPLA2,PCHOL2OLE_HSPLA2
PCHOL2STE_HSPLA2,PCHOL2STE_HSPLA2
HEXDICOAACBP,HEXDICOAACBP
HOCDACBP,HOCDACBP
HOCTDACBP,HOCTDACBP
HOCTDEC2CRNe,HOCTDEC2CRNe
HOCTDECCRNe,HOCTDECCRNe
PCHOLN15_HSPLA2,PCHOLN15_HSPLA2
PCHOLN183_HSPLA2,PCHOLN183_HSPLA2
PCHOLN19_HSPLA2,PCHOLN19_HSPLA2
PCHOLN201_HSPLA2,PCHOLN201_HSPLA2
PCHOLN204_HSPLA2,PCHOLN204_HSPLA2
PCHOLDEIC_HSPLA2,PCHOLDEIC_HSPLA2
PCHOLLINL_HSPLA2,PCHOLLINL_HSPLA2
OCD11CRNCACT,OCD11CRNCACT
OCD11CRNCPT2_1,OCD11CRNCPT2_1
OCTDEC2ACBP,OCTDEC2ACBP
OCTDECCACT,OCTDECCACT
OCTDECCPT2,OCTDECCPT2
OMHDOCOSACTD,OMHDOCOSACTD
OMHPALTD,OMHPALTD
PRISTCOAtcx,PRISTCOAtcx
SEBACACT,SEBACACT
SEBACIDTD,SEBACIDTD
CE4843HYDc,CE4843HYDc
FACOAE60,FACOAE60
TETDECA511ACc,TETDECA511ACc
HMCARNc,HMCARNc
METTRANSc,METTRANSc
SEBCOACROT,SEBCOACROT
PALFATPtc,PALFATPtc
METDECARc,METDECARc
FATP9t,FATP9t
3MTPte,3MTPte
TTDCRNNAt,TTDCRNNAt
PCHOLHSTDe_1,PCHOLHSTDe_1
PECDCHe,PECDCHe
PECTCHLe,PECTCHLe
PEHSFABPe,PEHSFABPe
PMTCOAFABP1tc_1,PMTCOAFABP1tc_1
PNTOte,PNTOte
PROGLYPEPT1tc,PROGLYPEPT1tc
AMPTASEPG,AMPTASEPG
PSYTCHe,PSYTCHe
PSYTDECHe,PSYTDECHe
SBT_Dt,SBT_Dt
SERATB0tc,SERATB0tc
TAUBETAtc,TAUBETAtc
TAUPAT1c,TAUPAT1c
THRATB0tc,THRATB0tc
VITKtl,VITKtl
1a25DHVITD3TRn,1a25DHVITD3TRn
25HVITD3c,25HVITD3c
15KPROSTGF2t,15KPROSTGF2t
21HPRGNLONEt2,21HPRGNLONEt2
34HPLte,34HPLte
3HMPtd,3HMPtd
3HPPPNOHc,3HPPPNOHc
3MHISt3,3MHISt3
4AABUTNt,4AABUTNt
4TMEABUTNt1,4TMEABUTNt1
4TMEABUTNt2,4TMEABUTNt2
5MTHFt2,5MTHFt2
ADNK3,ADNK3
ADNK4,ADNK4
56DTHMtd,56DTHMtd
AMETtm,AMETtm
ARACHFATPc,ARACHFATPc
ASPte,ASPte
BIDGLCURr,BIDGLCURr
CHOLESACATc_1,CHOLESACATc_1
CHOLESTle_1,CHOLESTle_1
56DURAt,56DURAt
5AOPt,5AOPt
5HPETATP,5HPETATP
5HPETtd,5HPETtd
7DHCHSTEROLt,7DHCHSTEROLt
ABT_Dt,ABT_Dt
ABTpp2,ABTpp2
ABTD1,ABTD1
ACGLYtc,ACGLYtc
ACLYSt,ACLYSt
ACLYStm,ACLYStm
ADPACtd,ADPACtd
CYSAMOe,CYSAMOe
DATPtm_cho,DATPtm_cho
DHAPtm,DHAPtm
DM_1a25dhvitd3_n,DM_1a25dhvitd3_n
DM_4abut_n,DM_4abut_n
DM_5HPET_r,DM_5HPET_r
DM_pe_hs_r,DM_pe_hs_r
DPCOAPPe,DPCOAPPe
DPMVD,DPMVD
ADPOHt,ADPOHt
ALLTNti,ALLTNti
AMETt,AMETt
EX_7dhchsterol_e,EX_7dhchsterol_e
EX_acgly_e,EX_acgly_e
EX_aclys_e,EX_aclys_e
EX_acorn_e,EX_acorn_e
EX_alaala_e,EX_alaala_e
THMDt5,THMDt5
TTDCAFATPc,TTDCAFATPc
q10tm,q10tm
4MOPte,4MOPte
AHCYSte,AHCYSte
DM_anth_c,DM_anth_c
DM_fol_c,DM_fol_c
DM_pnto__R_c,DM_pnto__R_c
EX_4mop_e,EX_4mop_e
EX_5mta_e,EX_5mta_e
EX_adpac_e,EX_adpac_e
EX_biliverd_e,EX_biliverd_e
EX_C04805_e,EX_C04805_e
EX_C06315_e,EX_C06315_e
EX_C11695_e,EX_C11695_e
EX_C14768_e,EX_C14768_e
EX_C14770_e,EX_C14770_e
EX_C14825_e,EX_C14825_e
EX_C14826_e,EX_C14826_e
EX_CE0955_e,EX_CE0955_e
EX_5oxpro_e,EX_5oxpro_e
EX_cbasp_e,EX_cbasp_e
OROTGLUt,OROTGLUt
GLYALDtr,GLYALDtr
LKYNRtr2,LKYNRtr2
LKYNRtr3,LKYNRtr3
BALAPAT1tc2,BALAPAT1tc2
BALABETAtc2,BALABETAtc2
CRTNtr,CRTNtr
EX_CE1556_e,EX_CE1556_e
EX_CE2028_e,EX_CE2028_e
EX_CE2445_e,EX_CE2445_e
EX_CE2537_e,EX_CE2537_e
EX_CE5304_e,EX_CE5304_e
EX_CE6247_e,EX_CE6247_e
EX_CE7172_e,EX_CE7172_e
KYNATEtr,KYNATEtr
QULNtr,QULNtr
2PGtr,2PGtr
CARNtr,CARNtr
CHOLPtr,CHOLPtr
CYST_Ltr,CYST_Ltr
DCMPtr,DCMPtr
DHAPtr,DHAPtr
ICITtr,ICITtr
EX_cortsn_e,EX_cortsn_e
EX_didecaeth_e,EX_didecaeth_e
EX_diholineth_e,EX_diholineth_e
EX_docteteth_e,EX_docteteth_e
EX_dodecanac_e,EX_dodecanac_e
EX_forglu_e,EX_forglu_e
EX_hepdeceth_e,EX_hepdeceth_e
EX_hexdeceeth_e,EX_hexdeceeth_e
EX_hmcarn_e,EX_hmcarn_e
EX_hmcr_e,EX_hmcr_e
L2AADPtr,L2AADPtr
XMPtr,XMPtr
XTSNtr,XTSNtr
UDPGLCURtr,UDPGLCURtr
IMPtr,IMPtr
EX_hxcoa_e,EX_hxcoa_e
EX_leuktrB4woh_e,EX_leuktrB4woh_e
EX_magarachi_hs_e,EX_magarachi_hs_e
EX_magole_hs_e,EX_magole_hs_e
EX_magpalm_hs_e,EX_magpalm_hs_e
NICRNtr,NICRNtr
OROT5Ptr,OROT5Ptr
LCAT18e,LCAT18e
LCAT19e,LCAT19e
LCAT21e,LCAT21e
EX_mi1p__D_e,EX_mi1p__D_e
EX_Nacasp_e,EX_Nacasp_e
EX_nwharg_e,EX_nwharg_e
EX_oleth_e,EX_oleth_e
LCAT23e,LCAT23e
LCAT25e,LCAT25e
LCAT2e,LCAT2e
LCAT30e,LCAT30e
LCAT32e,LCAT32e
LCAT35e,LCAT35e
LCAT37e,LCAT37e
LCAT38e,LCAT38e
LCAT3e,LCAT3e
LCAT40e,LCAT40e
EX_pailar_hs_e,EX_pailar_hs_e
EX_pchol2ste_hs_e,EX_pchol2ste_hs_e
GLYACm,GLYACm
LYSACm,LYSACm
GLYC_Rt,GLYC_Rt
HC00319t1,HC00319t1
HC02149td,HC02149td
HEPDECETH,HEPDECETH
HEXDIACtd,HEXDIACtd
HMCARNt,HMCARNt
HPPPNt2r,HPPPNt2r
HXCOAm,HXCOAm
HXCOAte,HXCOAte
LCAT41e,LCAT41e
LCAT56e,LCAT56e
LCAT47e,LCAT47e
LCAT48e,LCAT48e
LCAT4e,LCAT4e
LCAT51e,LCAT51e
LCAT53e,LCAT53e
HXCOAtx,HXCOAtx
IND3ACt,IND3ACt
LPIPECOLtx,LPIPECOLtx
LTHSTRLt,LTHSTRLt
MEV_Rt,MEV_Rt
NACASPt,NACASPt
LCAT57e,LCAT57e
LCAT5e,LCAT5e
LCAT9e,LCAT9e
SMS1,SMS1
SMS16,SMS16
SMS14,SMS14
SMS15,SMS15
SMS6,SMS6
SMS7,SMS7
SMS9,SMS9
XOLEST183CEH,XOLEST183CEH
OAAt_1,OAAt_1
OLEETH,OLEETH
pac,pac
PCOLLG5HLYStd,PCOLLG5HLYStd
XOLEST205CEH,XOLEST205CEH
EX_4tmeabutn_e,EX_4tmeabutn_e
PCHOLN205_HSPLA2,PCHOLN205_HSPLA2
PCHOLN224_HSPLA2,PCHOLN224_HSPLA2
PELINETH,PELINETH
PENDECAETH,PENDECAETH
PCHOLN226_HSPLA2,PCHOLN226_HSPLA2
PROSTGI2c,PROSTGI2c
PEDH203_HSPLA2,PEDH203_HSPLA2
PEDH14_HSPLA2,PEDH14_HSPLA2
PEDH161_HSPLA2,PEDH161_HSPLA2
PEDH17_HSPLA2,PEDH17_HSPLA2
PAILAR_HSPLA2,PAILAR_HSPLA2
PCHOLN28_HSPLA2,PCHOLN28_HSPLA2
SACCRP_Lte,SACCRP_Lte
SACCRP_Ltm,SACCRP_Ltm
SEBACIDtd,SEBACIDtd
SUBEACtd,SUBEACtd
TETDECA511ACtd,TETDECA511ACtd
THRACm,THRACm
THRNTt,THRNTt
TMLYStd,TMLYStd
TRIDECETH,TRIDECETH
TTDCEAATP,TTDCEAATP
C03990ATP,C03990ATP
C03990t,C03990t
C04483t1,C04483t1
C04717td,C04717td
