subsystem,reaction
RSVATPtu,RSVATPtu
RSVLAChv,RSVLAChv
LSTNM2hr,LSTNM2hr
LSTNM2tev,LSTNM2tev
RSVSPONhc,RSVSPONhc
RSVhc,RSVhc
LSTNM4hr,LSTNM4hr
LSTNM4tev,LSTNM4tev
RSVtu,RSVtu
S3MEACMPhc,S3MEACMPhc
LSTNM5hr,LSTNM5hr
S3MEACMPtev,S3MEACMPtev
LSTNM5tev,LSTNM5tev
SMVACIDhep,SMVACIDhep
LSTNM7thc,LSTNM7thc
SMVtu,SMVtu
LSTNRATt,LSTNRATt
3DHLCAS,3DHLCAS
LVACLAChep,LVACLAChep
LVSTACIDhep,LVSTACIDhep
SMVLAChep,SMVLAChep
SMVtv,SMVtv
SULPACMPtev,SULPACMPtev
THRFVStev,THRFVStev
TLACFVStev,TLACFVStev
TMDM1OATt,TMDM1OATt
TMDM1hr,TMDM1hr
TMDM3OATt,TMDM3OATt
LVSTACOXD6MEhep,LVSTACOXD6MEhep
LVSTOXD3Hhep,LVSTOXD3Hhep
LVSTOXD6Hhep,LVSTOXD6Hhep
MDZtu,MDZtu
MERACMPthc,MERACMPthc
MHGLZhr,MHGLZhr
NDERSVhc,NDERSVhc
NFDDMEThr,NFDDMEThr
TMDM5OATt,TMDM5OATt
TMDOATtev,TMDOATtev
TMDtd,TMDtd
TRIPVShc,TRIPVShc
TRIPVSteb,TRIPVSteb
TSACGLUCtev,TSACGLUCtev
NFDNPYtep,NFDNPYtep
NFDOHtep,NFDOHtep
NFDOXDhc,NFDOXDhc
NFDtd,NFDtd
13HTACRitr,13HTACRitr
OXYP1CONJ,OXYP1CONJ
6AHGLZitr,6AHGLZitr
OXYP2CONJ,OXYP2CONJ
OXYPR1tehv,OXYPR1tehv
PROFVStev,PROFVStev
PTVSTATPtu,PTVSTATPtu
PTVSTM13hr,PTVSTM13hr
PTVSTtep,PTVSTtep
PVSGLUCtev,PVSGLUCtev
H2O2ter,H2O2ter
1HIBUP_Sitr,1HIBUP_Sitr
2HIBUP_Sitr,2HIBUP_Sitr
2HIBUPGLUC_Sitr,2HIBUPGLUC_Sitr
PAPSitr,PAPSitr
6BHGLZGLCitr,6BHGLZGLCitr
SMVitr,SMVitr
6BHGLZitr,6BHGLZitr
3HIBUPGLUC_Sitr,3HIBUPGLUC_Sitr
3HPVSitr,3HPVSitr
3HPVSTETCOAitm,3HPVSTETCOAitm
3HPVSTETCOAitx,3HPVSTETCOAitx
7BHGLZitr,7BHGLZitr
MHGLZitr,MHGLZitr
3ISPVSitr,3ISPVSitr
3HIBUP_Sitr,3HIBUP_Sitr
6CSMVitr,6CSMVitr
FVSitr,FVSitr
3MEACMPitr,3MEACMPitr
3OHACMPitr,3OHACMPitr
AM9CSAitr,AM9CSAitr
4HATVACIDitr,4HATVACIDitr
6HLVSTitr,6HLVSTitr
4OHMDZitr,4OHMDZitr
2HATVACIDitr,2HATVACIDitr
EX_caproic_e,EX_caproic_e
56EPPVSitr,56EPPVSitr
6HLVSTACIDitr,6HLVSTACIDitr
1A25HVITD2t,1A25HVITD2t
EX_1a25dhvitd2_e,EX_1a25dhvitd2_e
6HMSMVitr,6HMSMVitr
EX_M00234_e,EX_M00234_e
EX_M01807_e,EX_M01807_e
6MELVACIDitr,6MELVACIDitr
EX_M00503_e,EX_M00503_e
EX_M02837_e,EX_M02837_e
EX_M01820_e,EX_M01820_e
6MELVSTitr,6MELVSTitr
EX_M00510_e,EX_M00510_e
EX_M00008_e,EX_M00008_e
EX_gpi_sig_e,EX_gpi_sig_e
EX_kdn_e,EX_kdn_e
EX_m3gacpail_prot_hs_e,EX_m3gacpail_prot_hs_e
EX_dolichol__L_e,EX_dolichol__L_e
SK_his__L_c,SK_his__L_c
SK_lys__L_c,SK_lys__L_c
EX_M00019_e,EX_M00019_e
EX_M00115_e,EX_M00115_e
EX_M00117_e,EX_M00117_e
EX_M00315_e,EX_M00315_e
EX_M00341_e,EX_M00341_e
EX_M01197_e,EX_M01197_e
EX_M01235_e,EX_M01235_e
SK_thr__L_c,SK_thr__L_c
SK_val__L_c,SK_val__L_c
SK_ala__L_c,SK_ala__L_c
EX_M01238_e,EX_M01238_e
SK_arg__L_c,SK_arg__L_c
6OHFVSitr,6OHFVSitr
SK_asn__L_c,SK_asn__L_c
SK_pro__L_c,SK_pro__L_c
EX_M01582_e,EX_M01582_e
EX_M02053_e,EX_M02053_e
EX_M02457_e,EX_M02457_e
EX_M02745_e,EX_M02745_e
SK_tyr__L_c,SK_tyr__L_c
DM_CE5026_c,DM_CE5026_c
DM_CE1562_c,DM_CE1562_c
7AHGLZitr,7AHGLZitr
DM_ind56qn_c,DM_ind56qn_c
DM_CE5025_c,DM_CE5025_c
DM_CE4888_c,DM_CE4888_c
7BHGLZGLCitr,7BHGLZGLCitr
DM_4abut_c,DM_4abut_c
DM_srtn_c,DM_srtn_c
DM_adrnl_c,DM_adrnl_c
EX_M02560_e,EX_M02560_e
EX_C01601_e,EX_C01601_e
EX_M02108_e,EX_M02108_e
DM_nrpphr_c,DM_nrpphr_c
EX_M03134_e,EX_M03134_e
DM_tym_c,DM_tym_c
DM_Lkynr_c,DM_Lkynr_c
PROTEIN_BS,PROTEIN_BS
EX_M01111_e,EX_M01111_e
EX_h2co3_e,EX_h2co3_e
EX_M01870_e,EX_M01870_e
EX_ditp_e,EX_ditp_e
EX_M02446_e,EX_M02446_e
EX_M02447_e,EX_M02447_e
CYOOm2i,CYOOm2i
EX_itacon_e,EX_itacon_e
7HPVSitr,7HPVSitr
ACMPitr,ACMPitr
AM19CSitr,AM19CSitr
AM1ACSitr,AM1ACSitr
AM1ALCSitr,AM1ALCSitr
AM1CGLCitr,AM1CGLCitr
CARIBUPGLU_Sitr,CARIBUPGLU_Sitr
CRVSM22itr,CRVSM22itr
CSAitr,CSAitr
DEOXFVSitx,DEOXFVSitx
FVSitx,FVSitx
GLC3MEACPitr,GLC3MEACPitr
GLZitr,GLZitr
GTACMPitr,GTACMPitr
IBUP_Ritr,IBUP_Ritr
IBUP_Sitr,IBUP_Sitr
LSTN1GLUCitr,LSTN1GLUCitr
LSTNM1itr,LSTNM1itr
LSTNM2itr,LSTNM2itr
LSTNM5itr,LSTNM5itr
LSTNM7itr,LSTNM7itr
MDZitr,MDZitr
MDZGLCitr,MDZGLCitr
NDERSVitr,NDERSVitr
NFDOHitr,NFDOHitr
PTVSTM13itr,PTVSTM13itr
PVSGLUCitr,PVSGLUCitr
TACRitr,TACRitr
THSACMPitr,THSACMPitr
TMACMPitr,TMACMPitr
TMDitr,TMDitr
TMDM3itr,TMDM3itr
TSACMGLUCitr,TSACMGLUCitr
3HPVSCOAhc,3HPVSCOAhc
3HPVSTEThc,3HPVSTEThc
1OHMDZitr,1OHMDZitr
25HVITD3tin_m,25HVITD3tin_m
4NPHSFte,4NPHSFte
CO2tp,CO2tp
COAtg,COAtg
EX_4pyrdx_e,EX_4pyrdx_e
EX_5adtststeroneglc_e,EX_5adtststeroneglc_e
EX_5dhf_e,EX_5dhf_e
EX_5homeprazole_e,EX_5homeprazole_e
24_25VITD2Hm,24_25VITD2Hm
10FTHF5GLUtl,10FTHF5GLUtl
10FTHF5GLUtm,10FTHF5GLUtm
10FTHF6GLUtl,10FTHF6GLUtl
10FTHF6GLUtm,10FTHF6GLUtm
10FTHF7GLUtm,10FTHF7GLUtm
10FTHFtl,10FTHFtl
11DOCRTSLtm,11DOCRTSLtm
11DOCRTSTRNtm,11DOCRTSTRNtm
11DOCRTSTRNtr,11DOCRTSTRNtr
1a_24_25VITD2Hm,1a_24_25VITD2Hm
1a_25VITD2Hm,1a_25VITD2Hm
1MNCAMti,1MNCAMti
1PPDCRp,1PPDCRp
25VITD3Hm,25VITD3Hm
2DR1PP,2DR1PP
2HBO,2HBO
2HBt2,2HBt2
2HCO3_NAt,2HCO3_NAt
34DHOXPEGOX,34DHOXPEGOX
34DHOXPEGt,34DHOXPEGt
34DHPHAMT,34DHPHAMT
34DHALDD,34DHALDD
34DHPLACOX_NADP,34DHPLACOX_NADP
34DHXMANDACOX_NADP,34DHXMANDACOX_NADP
34HPPOR,34HPPOR
35CGMPtn,35CGMPtn
3AIBTm,3AIBTm
3DPHBH1,3DPHBH1
3DPHBH2,3DPHBH2
3DSPHR,3DSPHR
3HBCDm,3HBCDm
3HBCOAHLm,3HBCOAHLm
3HKYNAKGAT,3HKYNAKGAT
3HLYTCL,3HLYTCL
3M4HDXPAC,3M4HDXPAC
3MLDAt,3MLDAt
3MOX4HOXPGALDOX,3MOX4HOXPGALDOX
3MOX4HOXPGALDOX_NADP,3MOX4HOXPGALDOX_NADP
3SALAASPm,3SALAASPm
3SALACBOXL_cho,3SALACBOXL_cho
3SALATAi,3SALATAi
3SALATAim,3SALATAim
3SPYRSP,3SPYRSP
3SPYRSPm,3SPYRSPm
41R1H2MAE12BOOX,41R1H2MAE12BOOX
41R2A1H12BOOX,41R2A1H12BOOX
4ABUTtm,4ABUTtm
4HGLSDm,4HGLSDm
4MPTNLtm,4MPTNLtm
4MTOLBUTAMIDEte,4MTOLBUTAMIDEte
4NPHte,4NPHte
5ADTSTSTERONEGLCte,5ADTSTSTERONEGLCte
5ADTSTSTERONESte,5ADTSTSTERONESte
5ADTSTSTERONEtr,5ADTSTSTERONEtr
5AOPtm,5AOPtm
5DHFtl,5DHFtl
5HLTDL,5HLTDL
5HOMEPRAZOLEte,5HOMEPRAZOLEte
5HOXINDACTO2OX,5HOXINDACTO2OX
5HTRPVESSEC_1,5HTRPVESSEC_1
5MTHFt,5MTHFt
5MTHFt2_1,5MTHFt2_1
6DHFtl,6DHFtl
6DHFtm,6DHFtm
6HTSTSTERONEte,6HTSTSTERONEte
6HTSTSTERONEtr,6HTSTSTERONEtr
6THFtl,6THFtl
6THFtm,6THFtm
7DHFtl,7DHFtl
7THFtl,7THFtl
7THFtm,7THFtm
A_MANASEly,A_MANASEly
A4GNT1g,A4GNT1g
AACTOOR,AACTOOR
AASAD3m,AASAD3m
AATA,AATA
ABO2g,ABO2g
ABO3g,ABO3g
ABO8g,ABO8g
ABTD,ABTD
ABUTt4_2_r,ABUTt4_2_r
ACACT1m,ACACT1m
ACACT1x,ACACT1x
ACACt2m,ACACt2m
ACACT4p,ACACT4p
ACACT6p,ACACT6p
ACACT7p,ACACT7p
ACACtx,ACACtx
ACALDtm,ACALDtm
ACCOACrm,ACCOACrm
ACCOAgt,ACCOAgt
ACCOAtn,ACCOAtn
ACETONEt2m,ACETONEt2m
ACGAGBSIDEtg,ACGAGBSIDEtg
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg
ACGALK,ACGALK
ACGALK2,ACGALK2
ACGALtly,ACGALtly
ACGAM6PS,ACGAM6PS
ACGBGBSIDEtg,ACGBGBSIDEtg
ACGPID,ACGPID
ACGSm,ACGSm
ACHEe,ACHEe
ACITL,ACITL
ACN13ACNGALGBSIDEte,ACN13ACNGALGBSIDEte
ACN23ACNGALGBSIDEte,ACN23ACNGALGBSIDEte
ACN23ACNGALGBSIDEtg,ACN23ACNGALGBSIDEtg
ACNACNGAL14ACGLCGALGLUSIDEte,ACNACNGAL14ACGLCGALGLUSIDEte
ACNACNGALGBSIDEte,ACNACNGALGBSIDEte
ACNAM9PL,ACNAM9PL
ACNAM9PL2,ACNAM9PL2
ACNAMPH,ACNAMPH
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,ACNGALACGLCGAL14ACGLCGALGLUSIDEtg
ACOAD1fm,ACOAD1fm
ACOAH,ACOAH
ACOX22x,ACOX22x
ACOX2x,ACOX2x
ACRNtm,ACRNtm
ACSm,ACSm
ACt2m,ACt2m
ACtg,ACtg
ACTLMO,ACTLMO
ACTNMO,ACTNMO
ADA,ADA
ADAe,ADAe
ADCim,ADCim
ADK1m,ADK1m
ADNCYC,ADNCYC
ADNK1m,ADNK1m
ADNt,ADNt
ADPtx,ADPtx
ADRNCPT1,ADRNCPT1
ADRNCPT2,ADRNCPT2
ADRNLPVESSEC_1,ADRNLPVESSEC_1
ADRNt,ADRNt
ADSK,ADSK
ADSL1r,ADSL1r
AFLATOXINte,AFLATOXINte
AG13T17g,AG13T17g
AG13T1g,AG13T1g
AG13T3g,AG13T3g
AGPAT1_1,AGPAT1_1
AGTix,AGTix
AHANDROSTANGLCtr,AHANDROSTANGLCtr
AHCYStr,AHCYStr
AHEXASEly,AHEXASEly
AKGDm,AKGDm
AKGtp,AKGtp
AKR1C1,AKR1C1
AKR1C42,AKR1C42
AKR1D2,AKR1D2
ALAASNNaEx,ALAASNNaEx
ALACYSNaEx,ALACYSNaEx
ALADGLNexR,ALADGLNexR
ALADGLYexR,ALADGLYexR
ALAGLNexR,ALAGLNexR
ALAGLNNaEx,ALAGLNNaEx
ALAt4,ALAt4
ALATA_L,ALATA_L
ALAtN1,ALAtN1
LCARS,LCARS
ALCD22_L,ALCD22_L
ALCD2x,ALCD2x
ALDD20x,ALDD20x
ALDD21,ALDD21
ALOX12,ALOX12
ALOX5,ALOX5
ALOX52,ALOX52
AMCOXO,AMCOXO
AMPTASECGe,AMPTASECGe
AMPtp,AMPtp
AMY1e,AMY1e
ANDRSTRNte,ANDRSTRNte
AOBUTDsm,AOBUTDsm
APAT2rm,APAT2rm
APNNOXte,APNNOXte
APOCF,APOCF
APOC_LYS_BTNPm,APOC_LYS_BTNPm
APPNNte,APPNNte
AQCOBALt,AQCOBALt
ARACHCOAtx,ARACHCOAtx
ARACHCPT1,ARACHCPT1
ARACHCPT2,ARACHCPT2
ARACHCRNt,ARACHCRNt
ARACHDtr,ARACHDtr
ARGNm,ARGNm
ARGtm,ARGtm
ARSA,ARSA
ARTCOAL1_cho,ARTCOAL1_cho
ARTCOAL2_cho,ARTCOAL2_cho
R_group_phosphotase_1,R_group_phosphotase_1
ARTFR208,ARTFR208
ARTPLM3,ARTPLM3
ARTPLM3m,ARTPLM3m
ASAH1,ASAH1
ASCBt4,ASCBt4
ASNALANaEx,ASNALANaEx
ASNSERNaEx,ASNSERNaEx
ASNTHRNaEx,ASNTHRNaEx
ASNtm,ASNtm
ASNtN1,ASNtN1
ASPCT,ASPCT
ASPDt6,ASPDt6
ATP2ter,ATP2ter
BILGLCURt,BILGLCURt
BILGLCURtr,BILGLCURtr
ATPH1e,ATPH1e
ATPH2e,ATPH2e
ATPtm,ATPtm
B_MANNASEly,B_MANNASEly
B3GALT41g,B3GALT41g
B3GALT43g,B3GALT43g
B3GALT44g,B3GALT44g
B3GALT5g,B3GALT5g
B3GNT12g,B3GNT12g
B3GNT311g,B3GNT311g
B3GNT312g,B3GNT312g
B3GNT313g,B3GNT313g
B3GNT314g,B3GNT314g
B3GNT32g,B3GNT32g
B3GNT33g,B3GNT33g
B3GNT35g,B3GNT35g
B3GNT36g,B3GNT36g
BAAT2x,BAAT2x
BAAT4x_cho,BAAT4x_cho
BACCLm,BACCLm
BALAtmr,BALAtmr
BAMPPALDOX,BAMPPALDOX
BBHOX,BBHOX
BCDO,BCDO
BHBt,BHBt
BILDGLCURte,BILDGLCURte
BILDGLCURtr,BILDGLCURtr
BILIRUBt2,BILIRUBt2
BILIRUBtr,BILIRUBtr
BIOCYTtn,BIOCYTtn
BMTer_U,BMTer_U
BPNT2,BPNT2
BTND1,BTND1
BTND1n,BTND1n
BTNDe,BTNDe
BTNPLm,BTNPLm
BTNt2i,BTNt2i
BTNt4i,BTNt4i
BTNtn,BTNtn
BUP2,BUP2
BUTt2m,BUTt2m
BZt,BZt
C14STRr,C14STRr
C161CPT22,C161CPT22
C180CPT2,C180CPT2
C180CRNt,C180CRNt
C181CPT2,C181CPT2
C204CRNt,C204CRNt
C3STDH1Pr,C3STDH1Pr
C3STKR2r,C3STKR2r
C4STMO2r,C4STMO2r
CARVEOLte,CARVEOLte
CAT2p,CAT2p
CBL2OR,CBL2OR
CBPSam,CBPSam
CBPter,CBPter
CDSm,CDSm
CEPTC,CEPTC
CEPTE,CEPTE
CERK,CERK
CERT2gt,CERT2gt
CGLYt3_2,CGLYt3_2
CHAT,CHAT
CHLPCTD,CHLPCTD
CHLtm,CHLtm
CHOLATEt,CHOLATEt
CHOLATEt2,CHOLATEt2
CHOLATEt3,CHOLATEt3
CHOLPtg,CHOLPtg
CHOLt4,CHOLt4
CHOLtg,CHOLtg
CHOLtu,CHOLtu
CHSTEROLSULT,CHSTEROLSULT
CHSTEROLt1,CHSTEROLt1
CHSTEROLt2,CHSTEROLt2
CHSTEROLtg,CHSTEROLtg
CHTNASE,CHTNASE
CHTNASEe,CHTNASEe
CITMCOAHm,CITMCOAHm
CITMCOALm,CITMCOALm
CITt4_2,CITt4_2
CITtbm,CITtbm
CKc_cho,CKc_cho
CLFORtex,CLFORtex
CLI2tex,CLI2tex
CLOHtex2_1,CLOHtex2_1
CLPNDCPT2,CLPNDCPT2
CLPNDCRNt,CLPNDCRNt
CLS_hs,CLS_hs
CMPACNAtg,CMPACNAtg
CMPSASn,CMPSASn
CO2ter,CO2ter
COAtn,COAtn
COAtp,COAtp
COAtr,COAtr
COQ5m,COQ5m
CORE2GTg,CORE2GTg
CORE4GTg,CORE4GTg
CORE5GTg,CORE5GTg
CORE8GTg,CORE8GTg
COt,COt
COUCOAFm,COUCOAFm
COUMARINte,COUMARINte
CRNtim,CRNtim
CRNtx,CRNtx
CRTSTRNt,CRTSTRNt
CRTSTRNtm,CRTSTRNtm
CSBPASEly,CSBPASEly
CSDPASEly,CSDPASEly
CSm,CSm
CSNATer,CSNATer
CSNt,CSNt
CSPG_At,CSPG_At
CSPG_Bt,CSPG_Bt
CSPG_Btly,CSPG_Btly
CSPG_Et,CSPG_Et
CSPG_Etly,CSPG_Etly
CYSGLNNaEx,CYSGLNNaEx
CYSGLTH,CYSGLTH
CYSGLUexR,CYSGLUexR
CYSt4,CYSt4
CYSTA,CYSTA
CYSTHRNaEx,CYSTHRNaEx
CYSTSERex,CYSTSERex
CYTDK1,CYTDK1
CYTDK2m,CYTDK2m
CYTDt4,CYTDt4
CYTDtm,CYTDtm
CYTDtn,CYTDtn
CYTK10,CYTK10
CYTK10n,CYTK10n
CYTK11,CYTK11
CYTK11n,CYTK11n
CYTK13,CYTK13
CYTK14n,CYTK14n
CYTK1n,CYTK1n
CYTK3n,CYTK3n
CYTK4n,CYTK4n
CYTK2_1,CYTK2_1
CYTK9,CYTK9
CYTK9n,CYTK9n
D_3AIBt,D_3AIBt
D3AIBTm,D3AIBTm
DADA,DADA
DADAe,DADAe
DADNt4,DADNt4
DAGKn_hs,DAGKn_hs
DAGt,DAGt
DALAOXx,DALAOXx
DALAt2r,DALAt2r
DALAxt,DALAxt
DASCBR_1,DASCBR_1
DCIm,DCIm
DCK2n,DCK2n
DCSPTN1COAtx,DCSPTN1COAtx
DCSPTN1CPT2,DCSPTN1CPT2
DCT,DCT
DDPGAm,DDPGAm
DEBRISOQUINEt,DEBRISOQUINEt
DEDOLP1_L,DEDOLP1_L
DEDOLR_L,DEDOLR_L
DESAT16_2,DESAT16_2
DESAT18_3,DESAT18_3
DESAT18_11,DESAT18_11
DESAT18_5,DESAT18_5
DESAT18_8,DESAT18_8
DESAT18_9,DESAT18_9
DESAT20_1,DESAT20_1
DESAT20_2,DESAT20_2
DESAT22_1p,DESAT22_1p
DGAT,DGAT
DGCHOLtx,DGCHOLtx
DGK2m,DGK2m
DGNSKm,DGNSKm
DGTPtn,DGTPtn
DGULND,DGULND
DHAAt1r,DHAAt1r
DHCHOLESTANATEtm,DHCHOLESTANATEtm
DHCR241r,DHCR241r
DHCR242r,DHCR242r
DHCR243r,DHCR243r
DHCR71r,DHCR71r
DHCR72r,DHCR72r
DHCRD1,DHCRD1
DHEAStr,DHEAStr
DHPM2,DHPM2
DHPR2,DHPR2
DIDPtn,DIDPtn
DIGALSIDEtg,DIGALSIDEtg
DINt,DINt
DKMPPD,DKMPPD
D_LACtm,D_LACtm
DLNLCGCRNt,DLNLCGCRNt
DLNLCGt,DLNLCGt
DM_13_cis_oretn_n,DM_13_cis_oretn_n
DM_13_cis_retn_n,DM_13_cis_retn_n
DM_avite2_c,DM_avite2_c
DM_bvite_c,DM_bvite_c
DM_core7_g,DM_core7_g
DM_core8_g,DM_core8_g
DM_datp_m,DM_datp_m
DM_datp_n,DM_datp_n
DM_dctp_m,DM_dctp_m
DM_dctp_n,DM_dctp_n
DM_dgtp_m,DM_dgtp_m
DM_dgtp_n,DM_dgtp_n
DM_dttp_m,DM_dttp_m
DM_dttp_n,DM_dttp_n
DM_ethamp_r,DM_ethamp_r
DM_gncore2_g,DM_gncore2_g
DM_gpi_sig_r,DM_gpi_sig_r
DM_hretn_n,DM_hretn_n
DM_m3gacpail_prot_hs_r,DM_m3gacpail_prot_hs_r
DM_mem2emgacpail_prot_hs_r,DM_mem2emgacpail_prot_hs_r
DM_sTn_antigen_g,DM_sTn_antigen_g
SK_T_antigen_g,SK_T_antigen_g
DM_yvite_c,DM_yvite_c
DMHPTCRNt,DMHPTCRNt
DMNONCOACRNCPT1,DMNONCOACRNCPT1
DNDPt12m,DNDPt12m
DNDPt19m,DNDPt19m
DNDPt23m,DNDPt23m
DNDPt24m,DNDPt24m
DNDPt2m,DNDPt2m
DNDPt30m,DNDPt30m
DNDPt31m,DNDPt31m
DNDPt3m,DNDPt3m
DNDPt41m,DNDPt41m
DNDPt44m,DNDPt44m
DNDPt46m,DNDPt46m
DNDPt47m,DNDPt47m
DNDPt48m,DNDPt48m
DNDPt4m,DNDPt4m
DNDPt51m,DNDPt51m
DNDPt53m,DNDPt53m
DNDPt54m,DNDPt54m
DNDPt58m,DNDPt58m
DNDPt7m,DNDPt7m
DOGULNO1,DOGULNO1
DOLGLCP_Lter,DOLGLCP_Lter
DOLK_L,DOLK_L
DOLMANP_Uter,DOLMANP_Uter
DOLPH_Ler,DOLPH_Ler
DOPABMO_1,DOPABMO_1
DOPACHRMISO,DOPACHRMISO
DOPAMT,DOPAMT
DOPAQNISO1,DOPAQNISO1
DOPASFt,DOPASFt
DOPASULT,DOPASULT
DORNOp,DORNOp
DPGM,DPGM
DPHMBDCm,DPHMBDCm
DPMVDx,DPMVDx
DPPS,DPPS
DRIBt,DRIBt
DRPA,DRPA
DTTPtn,DTTPtn
DUMPtn,DUMPtn
DURIK1m,DURIK1m
DURItn,DURItn
DUTPDPn,DUTPDPn
EAFLATOXINte,EAFLATOXINte
EBASTINEOHte,EBASTINEOHte
EBASTINEtr,EBASTINEtr
EBP1r,EBP1r
EBP2r,EBP2r
ECOAH1m,ECOAH1m
ECOAH1x,ECOAH1x
EHGLAT2m,EHGLAT2m
EHGLATm,EHGLATm
EICOSTETCPT2,EICOSTETCPT2
EICOSTETCRNt,EICOSTETCRNt
EICOSTETt,EICOSTETt
ELAIDCPT1,ELAIDCPT1
ELAIDCPT2,ELAIDCPT2
ELAIDCRNt,ELAIDCRNt
ELAIDt,ELAIDt
ENGASE3ly,ENGASE3ly
ENGASEly,ENGASEly
ESTRADIOLGLCt,ESTRADIOLGLCt
ESTRADIOLGLCt2,ESTRADIOLGLCt2
ESTRADIOLtr,ESTRADIOLtr
ESTRIOLGLCtr,ESTRIOLGLCtr
ESTRONEGLCtr,ESTRONEGLCtr
ESTSULT,ESTSULT
ETHP,ETHP
ETOHMO,ETOHMO
ETOHtx,ETOHtx
EX_10fthf_e,EX_10fthf_e
EX_1glyc_hs_e,EX_1glyc_hs_e
EX_2425dhvitd2_e,EX_2425dhvitd2_e
EX_2425dhvitd3_e,EX_2425dhvitd3_e
EX_25hvitd2_e,EX_25hvitd2_e
EX_34dhoxpeg_e,EX_34dhoxpeg_e
EX_3aib_e,EX_3aib_e
EX_3aib__D_e,EX_3aib__D_e
EX_3mlda_e,EX_3mlda_e
EX_4hdebrisoquine_e,EX_4hdebrisoquine_e
EX_4mtolbutamide_e,EX_4mtolbutamide_e
EX_4nph_e,EX_4nph_e
EX_4nphsf_e,EX_4nphsf_e
EX_6thf_e,EX_6thf_e
EX_abt_e,EX_abt_e
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e,EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e
EX_ach_e,EX_ach_e
EX_acn13acngalgbside_hs_e,EX_acn13acngalgbside_hs_e
EX_acn23acngalgbside_hs_e,EX_acn23acngalgbside_hs_e
EX_acnacngalgbside_hs_e,EX_acnacngalgbside_hs_e
EX_acngalacglcgal14acglcgalgluside_hs_e,EX_acngalacglcgal14acglcgalgluside_hs_e
EX_adprbp_e,EX_adprbp_e
EX_adrn_e,EX_adrn_e
EX_adrnl_e,EX_adrnl_e
EX_aflatoxin_e,EX_aflatoxin_e
EX_ak2lgchol_hs_e,EX_ak2lgchol_hs_e
EX_amp_e,EX_amp_e
EX_apnnox_e,EX_apnnox_e
EX_aprgstrn_e,EX_aprgstrn_e
EX_aqcobal_e,EX_aqcobal_e
EX_arachd_e,EX_arachd_e
EX_ascb__L_e,EX_ascb__L_e
EX_asp__D_e,EX_asp__D_e
EX_atp_e,EX_atp_e
EX_bilglcur_e,EX_bilglcur_e
EX_bilirub_e,EX_bilirub_e
EX_camp_e,EX_camp_e
EX_chsterol_e,EX_chsterol_e
EX_cmp_e,EX_cmp_e
EX_co_e,EX_co_e
EX_crtsl_e,EX_crtsl_e
EX_cspg_a_e,EX_cspg_a_e
EX_cspg_b_e,EX_cspg_b_e
EX_cspg_d_e,EX_cspg_d_e
EX_debrisoquine_e,EX_debrisoquine_e
EX_dgchol_e,EX_dgchol_e
EX_dopasf_e,EX_dopasf_e
EX_ebastineoh_e,EX_ebastineoh_e
EX_elaid_e,EX_elaid_e
EX_estradiol_e,EX_estradiol_e
EX_estriolglc_e,EX_estriolglc_e
EX_estroneglc_e,EX_estroneglc_e
EX_estrones_e,EX_estrones_e
EX_fuc13galacglcgal14acglcgalgluside_hs_e,EX_fuc13galacglcgal14acglcgalgluside_hs_e
EX_fuc14galacglcgalgluside_hs_e,EX_fuc14galacglcgalgluside_hs_e
EX_fucacgalfucgalacglcgalgluside_hs_e,EX_fucacgalfucgalacglcgalgluside_hs_e
EX_fucacngal14acglcgalgluside_hs_e,EX_fucacngal14acglcgalgluside_hs_e
EX_fucfuc132galacglcgal14acglcgalgluside_hs_e,EX_fucfuc132galacglcgal14acglcgalgluside_hs_e
EX_fucfucfucgalacglcgal14acglcgalgluside_hs_e,EX_fucfucfucgalacglcgal14acglcgalgluside_hs_e
EX_fucgalfucgalacglcgalgluside_hs_e,EX_fucgalfucgalacglcgalgluside_hs_e
EX_galfuc12gal14acglcgalgluside_hs_e,EX_galfuc12gal14acglcgalgluside_hs_e
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e
EX_galgalgalthcrm_hs_e,EX_galgalgalthcrm_hs_e
EX_gbside_hs_e,EX_gbside_hs_e
EX_gchola_e,EX_gchola_e
EX_gd1b2_hs_e,EX_gd1b2_hs_e
EX_glygn2_e,EX_glygn2_e
EX_glygn4_e,EX_glygn4_e
EX_glygn5_e,EX_glygn5_e
EX_gmp_e,EX_gmp_e
EX_gp1c_hs_e,EX_gp1c_hs_e
EX_gq1b_hs_e,EX_gq1b_hs_e
EX_gthrd_e,EX_gthrd_e
EX_gtp_e,EX_gtp_e
EX_h2o2_e,EX_h2o2_e
